NOMBRE_DEL_PROGRAMA,CINE_F_2013_AC_CAMPO_DETALLADO,NÚMERO_PERIODOS_DE_DURACIÓN,PERIODICIDAD,COSTO_MATRÍCULA_ESTUD_NUEVOS,MEDIANA_SALARIO,costo_total_con_inflacion
PSICOLOGIA,PSICOLOGIA,10,Semestral,8839701,2333333,143989414.6121918
SOCIOLOGIA,"SOCIOLOGIA, ANTROPOLOGIA Y ESTUDIOS CULTURALES",10,Semestral,8839701,3611111,143989414.6121918
TRABAJO SOCIAL,TRABAJO SOCIAL,10,Semestral,7700075,3222222,125426107.93283312
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,7591500,3362637,89728824.01219738
AGROECOLOGIA,PRODUCCION AGRICOLA Y GANADERA,8,Semestral,6331500,3391667,74836073.13880362
ARQUITECTURA,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,10069500,4076923,164021544.44335452
ARTES PLASTICAS,BELLAS ARTES,8,Semestral,9418500,3068750,111323312.77861832
BIOLOGIA AMBIENTAL,BIOLOGIA,9,Semestral,8095500,3444444,113028998.1520867
BIOLOGIA MARINA,BIOLOGIA,9,Semestral,8358000,3444444,116694011.06233595
CIENCIA POLITICA Y GOBIERNO,GESTION Y ADMINISTRACION,8,Semestral,8568000,3362637,101270705.93907754
CINE Y TELEVISION,BELLAS ARTES,8,Semestral,9595267,3068750,113412635.7100764
COMERCIO INTERNACIONAL Y FINANZAS,ECONOMIA,8,Semestral,8536500,3262821,100898387.16724269
COMUNICACION SOCIAL -  PERIODISMO,"PERIODISMO, COMUNICACION Y REPORTAJES",8,Semestral,9324000,3307292,110206356.46311378
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,8,Semestral,5575500,2958333,65900422.614767365
DERECHO,DERECHO,9,Semestral,9103500,2761905,127102647.7274438
DISENO INTERACTIVO,"DISENO INDUSTRIAL, DE MODA E INTERIORES",8,Semestral,9502477,3645238,112315890.98504291
DISENO Y GESTION DE LA MODA,GESTION Y ADMINISTRACION,8,Semestral,9502477,3362637,112315890.98504291
DISE?O GRAFICO,BELLAS ARTES,8,Semestral,10709107,3068750,126577827.48215649
DISE?O INDUSTRIAL,"DISENO INDUSTRIAL, DE MODA E INTERIORES",9,Semestral,10174500,3645238,142055900.40126073
ECONOMIA,ECONOMIA,9,Semestral,6405000,3262821,89426315.01008157
ESTUDIOS LITERARIOS Y EDICION,LITERATURA Y LINGUISTICA,8,Semestral,8713477,3138889,102990192.22384635
FOTOGRAFIA,BELLAS ARTES,8,Semestral,9418500,3068750,111323312.77861832
HISTORIA DEL ARTE,CIENCIAS POLITICAS Y EDUCACION CIVICA,8,Semestral,7518000,3535088,88860080.21124941
INGENIERIA AMBIENTAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,7654500,3809524,106871776.46286798
INGENIERIA DE ALIMENTOS,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,6909000,3809524,96463139.79776011
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,9,Semestral,7549500,4157197,105405771.29876827
INGENIERIA EN AUTOMATIZACION,ELECTRONICA Y AUTOMATIZACION,9,Semestral,6783000,4157197,94703933.60084048
INGENIERIA EN ENERGIA,ELECTRICIDAD Y ENERGIA,9,Semestral,7045500,3857143,98368946.51108973
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,7654500,3809524,106871776.46286798
INGENIERIA QUIMICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,7927500,3809524,110683389.88952719
MERCADEO,MERCADOTECNIA Y PUBLICIDAD,8,Semestral,7276500,3579710,86005636.29384893
MODELADO Y SIMULACION COMPUTACIONAL,MATEMATICAS,8,Semestral,6646500,3125000,78559260.85715206
PUBLICIDAD,BELLAS ARTES,8,Semestral,10174500,3068750,120258963.30265458
REALIZACION EN ANIMACION,TECNICAS AUDIOVISUALES Y PRODUCCION PARA MEDIOS DE COMUNICACION,8,Semestral,9363217,3050926,110669887.42422639
RELACIONES INTERNACIONALES,CIENCIAS POLITICAS Y EDUCACION CIVICA,8,Semestral,9324000,3535088,110206356.46311378
ARQUITECTURA,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,5566523,4076923,90672794.04533046
COMUNICACION SOCIAL Y PERIODISMO,"PERIODISMO, COMUNICACION Y REPORTAJES",8,Semestral,5566523,3307292,65794317.67461621
DISENO GRAFICO,BELLAS ARTES,8,Semestral,5566523,3068750,65794317.67461621
PUBLICIDAD,BELLAS ARTES,8,Semestral,5566523,3068750,65794317.67461621
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,6229408,3362637,86974707.59318067
BIOLOGIA,BIOLOGIA,8,Semestral,6585300,3444444,77835898.67187293
CINE,TECNICAS AUDIOVISUALES Y PRODUCCION PARA MEDIOS DE COMUNICACION,8,Semestral,10430700,3050926,123287155.98024464
COMUNICACION SOCIALY PERIODISMO,"PERIODISMO, COMUNICACION Y REPORTAJES",10,Semestral,7290725,3307292,118758227.77811965
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,10,Semestral,6254160,2958333,101873676.19006407
CREACION LITERARIA,LITERATURA Y LINGUISTICA,8,Semestral,6168192,3138889,72905830.78988919
DERECHO,DERECHO,10,Semestral,6514092,2761905,106107694.5713392
ECONOMIA,ECONOMIA,9,Semestral,5880780,3262821,82107179.51365925
ESTUDIOS MUSICALES,MUSICA Y ARTES ESCENICAS,10,Semestral,9117151,3131173,148508782.75418583
INGENIERIA AMBIENTAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,5921578,3809524,96456265.86243512
INGENIERIA DE SISTEMAS,DESARROLLO Y ANALISIS DE SOFTWARE Y APLICACIONES,10,Semestral,6053723,4758929,98608768.66699016
INGENIERIA ELECTRONICA,ELECTRONICA Y AUTOMATIZACION,10,Semestral,5860231,4157197,95456987.87574595
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,5909384,3809524,96257638.45164588
INGENIERIA MECANICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,6471780,3809524,105418476.67685714
MERCADOLOGIA,MERCADOTECNIA Y PUBLICIDAD,9,Semestral,6130260,3579710,85590407.78356013
PUBLICIDAD,BELLAS ARTES,10,Semestral,7957905,3068750,129625886.94905339
TRABAJO SOCIAL,TRABAJO SOCIAL,9,Semestral,5420960,3222222,75687193.85121807
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,12025944,3362637,142142371.43601936
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,5139756,3362637,60750083.855579995
ARQUITECTURA,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,10931008,4076923,178054601.96461233
CIENCIAS POLITICAS,CIENCIAS POLITICAS Y EDUCACION CIVICA,8,Semestral,11850049,3535088,140063355.23373714
COMUNICACION SOCIAL - PERIODISMO,"PERIODISMO, COMUNICACION Y REPORTAJES",9,Semestral,12752032,3307292,178043283.47394854
DERECHO,DERECHO,10,Semestral,5070300,2761905,82589844.26149665
DERECHO,DERECHO,10,Semestral,11109421,2761905,180960761.73508477
DISENO GRAFICO,BELLAS ARTES,8,Semestral,14142061,3068750,167154120.086776
DISENO INDUSTRIAL,"DISENO INDUSTRIAL, DE MODA E INTERIORES",8,Semestral,12570720,3645238,148581429.5707844
DISE?O DE VESTUARIO,"DISENO INDUSTRIAL, DE MODA E INTERIORES",8,Semestral,14142061,3645238,167154120.086776
ECONOMIA,ECONOMIA,8,Semestral,11357836,3262821,134245573.02290717
ENFERMERIA,MEDICINA,10,Semestral,8302214,3500000,135234317.74956453
ESTUDIOS LITERARIOS,LITERATURA Y LINGUISTICA,8,Semestral,4683498,3138889,55357276.92860151
FILOSOFIA,FILOSOFIA Y ETICA,8,Semestral,4683498,3023810,55357276.92860151
GESTION DEL EMPRENDIMIENTO Y LA INNOVACION,GESTION Y ADMINISTRACION,8,Semestral,12025944,3362637,142142371.43601936
HISTORIA,CIENCIAS POLITICAS Y EDUCACION CIVICA,8,Semestral,3642720,3535088,43055651.953594364
INGENIERIA ADMINISTRATIVA,GESTION Y ADMINISTRACION,10,Semestral,11489713,3362637,187155317.68914923
INGENIERIA AERONAUTICA,"VEHICULOS, BARCOS Y AERONAVES DE MOTOR",9,Semestral,11489713,3777778,160418843.73355648
INGENIERIA AGROINDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,10771606,3809524,175458111.35163656
INGENIERIA AMBIENTAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,11489713,3809524,160418843.73355648
INGENIERIA DE SISTEMAS E INFORMATICA,ELECTRONICA Y AUTOMATIZACION,9,Semestral,10771606,4157197,150392666.87283134
INGENIERIA ELECTRICA,ELECTRICIDAD Y ENERGIA,10,Semestral,10771606,3857143,175458111.35163656
INGENIERIA ELECTRONICA,ELECTRONICA Y AUTOMATIZACION,10,Semestral,10771606,4157197,175458111.35163656
INGENIERIA EN CIENCIA DE DATOS,DESARROLLO Y ANALISIS DE SOFTWARE Y APLICACIONES,9,Semestral,10771606,4758929,150392666.87283134
INGENIERIA EN DISENO DE ENTRETENIMIENTO DIGITAL,DESARROLLO Y ANALISIS DE SOFTWARE Y APLICACIONES,8,Semestral,12207821,4758929,144292092.74601954
INGENIERIA EN NANOTECNOLOGIA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,7611935,3809524,123990400.20879148
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,11489713,3809524,187155317.68914923
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,5673792,3809524,92420093.02252837
INGENIERIA MECANICA,MECANICA Y PROFESIONES AFINES A LA METALISTERIA,9,Semestral,11489713,4138889,160418843.73355648
INGENIERIA QUIMICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,10053499,3809524,163760905.01412386
LICENCIATURA EN ESPANOL E INGLES,CIENCIAS DE LA EDUCACION,9,Semestral,4163109,3021412,58125136.121046945
LICENCIATURA EN ESPANOL E INGLES,CIENCIAS DE LA EDUCACION,10,Semestral,3523084,3021412,57387325.97285578
LICENCIATURA EN ETNOEDUCACION,FORMACION PARA DOCENTES SIN ASIGNATURA DE ESPECIALIZACION,11,Semestral,3084000,3381944,58021552.38473784
LICENCIATURA EN FILOSOFIA Y LETRAS,CIENCIAS DE LA EDUCACION,10,Semestral,3122332,3021412,50859498.17815264
MEDICINA,MEDICINA,13,Semestral,21394732,3500000,524458454.59846157
NEGOCIOS INTERNACIONALES,GESTION Y ADMINISTRACION,8,Semestral,12025944,3362637,142142371.43601936
PSICOLOGIA,PSICOLOGIA,10,Semestral,10167888,2333333,165624181.28874832
PUBLICIDAD,BELLAS ARTES,10,Semestral,10281385,3068750,167472927.8233019
TEOLOGIA,FILOSOFIA Y ETICA,8,Semestral,4423303,3023810,52281864.77502795
TRABAJO SOCIAL,TRABAJO SOCIAL,10,Semestral,6364741,3222222,103674924.15730083
ADMINISTRACION & SERVICIO,GESTION Y ADMINISTRACION,9,Semestral,17915000,3362637,250128404.90329605
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,17915000,3362637,250128404.90329605
ADMINISTRACION DE MERCADEO Y LOGISTICA INTERNACIONALES,GESTION Y ADMINISTRACION,9,Semestral,17915000,3362637,250128404.90329605
ADMINISTRACION DE NEGOCIOS INTERNACIONALES,GESTION Y ADMINISTRACION,10,Semestral,17915000,3362637,291816472.3871787
CIENCIA DE DATOS,TECNOLOGIAS DE LA INFORMACION  Y LA COMUNICACION (TIC) NO CLASIFICADA EN OTRA PARTE,8,Semestral,16216000,4640625,191667339.81186756
CIENCIAS POLITICAS,CIENCIAS POLITICAS Y EDUCACION CIVICA,9,Semestral,15038945,3535088,209973057.45344123
COMUNICACION AUDIOVISUAL Y MULTIMEDIOS,"PERIODISMO, COMUNICACION Y REPORTAJES",9,Semestral,16030000,3307292,223810121.71922055
COMUNICACION CORPORATIVA,"PERIODISMO, COMUNICACION Y REPORTAJES",9,Semestral,16030000,3307292,223810121.71922055
COMUNICACION SOCIAL Y PERIODISMO,"PERIODISMO, COMUNICACION Y REPORTAJES",9,Semestral,16030000,3307292,223810121.71922055
DERECHO,DERECHO,10,Semestral,16235294,2761905,264455831.60752043
ECONOMIA Y FINANZAS INTERNACIONALES,ECONOMIA,8,Semestral,17915000,3262821,211748914.2038485
ENFERMERIA,ENFERMERIA Y PARTERIA,10,Semestral,9714368,2666667,158236818.37738726
FILOSOFIA,FILOSOFIA Y ETICA,9,Semestral,9088000,3023810,126886237.4413148
FISIOTERAPIA,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",10,Semestral,10302000,3333333,167808724.45061207
GASTRONOMIA,ARTESANIAS,8,Semestral,17915000,3041667,211748914.2038485
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,9,Semestral,15847505,4076923,221262134.93424553
INGENIERIA DE BIOPRODUCCION,PROCESAMIENTO DE ALIMENTOS,9,Semestral,16216000,3111111,226407045.15276858
INGENIERIA INDUSTRIAL,INGENIERIA Y PROCESOS QUIMICOS,9,Semestral,16012240,3726190,223562157.41717854
INGENIERIA INFORMATICA,USO DE COMPUTADORES,9,Semestral,16057019,3937500,224187359.75282824
INGENIERIA MECANICA,MECANICA Y PROFESIONES AFINES A LA METALISTERIA,9,Semestral,15969979,4138889,222972111.28155932
INGENIERIA QUIMICA,INGENIERIA Y PROCESOS QUIMICOS,9,Semestral,16415000,3726190,229185473.98758608
LICENCIATURA EN CIENCIAS NATURALES,FORMACION PARA DOCENTES CON ASIGNATURA DE ESPECIALIZACION,10,Semestral,8566619,2901515,139541196.58749545
LICENCIATURA EN EDUCACION INFANTIL,CIENCIAS DE LA EDUCACION,10,Semestral,8566619,3021412,139541196.58749545
MEDICINA,MEDICINA,14,Semestral,29234000,3500000,810338485.2921593
PSICOLOGIA,PSICOLOGIA,10,Semestral,15224000,2333333,247982917.98059776
ADMINISTRACION DE NEGOCIOS,EDUCACION COMERCIAL Y ADMINISTRACION NO CLASIFICADOS EN OTRA PARTE,9,Semestral,13437004,3555556,187606830.99074566
BIOLOGIA,BIOLOGIA,9,Semestral,13437004,3444444,187606830.99074566
CIENCIAS POLITICAS,CIENCIAS POLITICAS Y EDUCACION CIVICA,9,Semestral,12899524,3535088,180102559.98502848
COMUNICACION SOCIAL,"PERIODISMO, COMUNICACION Y REPORTAJES",9,Semestral,12362044,3307292,172598288.9793113
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,13437004,2958333,187606830.99074566
DERECHO,DERECHO,10,Semestral,12899524,2761905,210119653.31586656
DISENO INTERACTIVO,BELLAS ARTES,9,Semestral,14511965,3068750,202615386.964134
DISENO URBANO Y GESTION DEL HABITAT,ARQUITECTURA Y URBANISMO,9,Semestral,12899524,3611111,180102559.98502848
ECONOMIA,ECONOMIA,9,Semestral,13437004,3262821,187606830.99074566
FINANZAS,"GESTION FINANCIERA, ADMINISTRACION BANCARIA Y SEGUROS",9,Semestral,13437004,3141667,187606830.99074566
GEOLOGIA,CIENCIAS DE LA TIERRA,10,Semestral,14511965,2916667,236384618.124823
INGENIERIA AGRONOMICA,PRODUCCION AGRICOLA Y GANADERA,10,Semestral,13974485,3391667,227629635.2848196
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,14511965,4076923,236384618.124823
INGENIERIA DE DISE?O DE PRODUCTO,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,14511965,3809524,236384618.124823
INGENIERIA DE PROCESOS,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,13437004,3809524,218874636.15586996
INGENIERIA DE PRODUCCION,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,13437004,3809524,218874636.15586996
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,9,Semestral,13437004,4157197,187606830.99074566
INGENIERIA FISICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,12899524,3809524,210119653.31586656
INGENIERIA MATEMATICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,15586925,3809524,217623928.9755684
INGENIERIA MECANICA,MECANICA Y PROFESIONES AFINES A LA METALISTERIA,9,Semestral,13974485,4138889,195111115.95841682
LITERATURA,LITERATURA Y LINGUISTICA,9,Semestral,13437004,3138889,187606830.99074566
MERCADEO,MERCADOTECNIA Y PUBLICIDAD,9,Semestral,13437004,3579710,187606830.99074566
MUSICA,MUSICA Y ARTES ESCENICAS,9,Semestral,13437004,3131173,187606830.99074566
NEGOCIOS INTERNACIONALES,GESTION Y ADMINISTRACION,9,Semestral,13437004,3362637,187606830.99074566
PSICOLOGIA,PSICOLOGIA,9,Semestral,13437004,2333333,187606830.99074566
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,10,Semestral,13734979,3362637,223728334.92001003
ARQUITECTURA,ARQUITECTURA Y URBANISMO,9,Semestral,14173002,3611111,197882801.1694795
CIENCIA DE DATOS,MATEMATICAS,8,Semestral,11576722,3125000,136832727.52106088
CIENCIA POLITICA Y GOBIERNO,GESTION Y ADMINISTRACION,8,Semestral,11232472,3362637,132763815.22886579
COMUNICACION SOCIAL Y PERIODISMO,"PERIODISMO, COMUNICACION Y REPORTAJES",9,Semestral,10213731,3307292,142603641.8164302
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,8,Semestral,6776427,2958333,80094951.68471351
DERECHO,DERECHO,10,Semestral,11447473,2761905,186467272.59879845
DISENO GRAFICO,TECNICAS AUDIOVISUALES Y PRODUCCION PARA MEDIOS DE COMUNICACION,8,Semestral,11378668,3050926,134491799.83734727
DISENO INDUSTRIAL,"DISENO INDUSTRIAL, DE MODA E INTERIORES",8,Semestral,14038556,3645238,165930727.8811009
ECONOMIA,ECONOMIA,8,Semestral,10705872,3262821,126539590.93527123
ENFERMERIA,ENFERMERIA Y PARTERIA,8,Semestral,7018318,2666667,82954017.08274215
FILOSOFIA Y HUMANIDADES,FILOSOFIA Y ETICA,8,Semestral,5899703,3023810,69732386.51270933
GEOLOGIA,CIENCIAS DE LA TIERRA,9,Semestral,11369064,2916667,158734347.95219016
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,11576722,4076923,188572602.614962
INGENIERIA DE SISTEMAS Y COMPUTACION,DESARROLLO Y ANALISIS DE SOFTWARE Y APLICACIONES,10,Semestral,11576722,4758929,188572602.614962
INGENIERIA ELECTRICA,ELECTRICIDAD Y ENERGIA,10,Semestral,11576722,3857143,188572602.614962
INGENIERIA ELECTRONICA,ELECTRONICA Y AUTOMATIZACION,10,Semestral,13194934,4157197,214931570.9328298
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,14192209,3809524,231176129.82202452
INGENIERIA MECANICA,MECANICA Y PROFESIONES AFINES A LA METALISTERIA,10,Semestral,11576722,4138889,188572602.614962
LENGUAS MODERNAS Y CULTURA,ADQUISICION DEL LENGUAJE,8,Semestral,10808345,2833333,127750785.2688024
MATEMATICAS,MATEMATICAS,8,Semestral,6953919,3125000,82192843.85774557
MEDICINA,MEDICINA,12,Semestral,24113321,3500000,519648720.7110273
MUSICA,MUSICA Y ARTES ESCENICAS,8,Semestral,11484756,3131173,135745722.18231285
NEGOCIOS INTERNACIONALES,GESTION Y ADMINISTRACION,10,Semestral,15285064,3362637,248977586.19549316
ODONTOLOGIA,ODONTOLOGIA Y ESTUDIOS DENTALES,10,Semestral,16505926,2833333,268864141.71386075
PSICOLOGIA,PSICOLOGIA,10,Semestral,10213731,2333333,166370915.4525019
RELACIONES INTERNACIONALES,CIENCIAS POLITICAS Y EDUCACION CIVICA,9,Semestral,10808345,3535088,150905615.09877285
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,18515343,3362637,218844754.47177377
ADMINISTRACION DE NEGOCIOS INTERNACIONALES,GESTION Y ADMINISTRACION,8,Semestral,18515343,3362637,218844754.47177377
ADMINISTRACION EN LOGISTICA Y PRODUCCION,VENTAS AL POR MAYOR Y AL POR MENOR,8,Semestral,17391762,3777778,205564427.5518701
ANALITICA DE DATOS Y MERCADOS,ECONOMIA,8,Semestral,19923000,3262821,235482758.45287603
ANTROPOLOGIA,"SOCIOLOGIA, ANTROPOLOGIA Y ESTUDIOS CULTURALES",8,Semestral,13592354,3611111,160656779.28966436
ARQUITECTURA,ARQUITECTURA Y URBANISMO,9,Semestral,16981448,3611111,237094194.8751475
ARTES,BELLAS ARTES,9,Semestral,14881656,3068750,207776995.67957383
ARTES LIBERALES EN CIENCIAS SOCIALES,ARTES NO CLASIFICADAS EN OTRA PARTE,8,Semestral,13726035,3133333,162236841.05911368
BIOLOGIA,BIOLOGIA,8,Semestral,13868404,3444444,163919591.89172813
CIENCIA POLITICA Y GOBIERNO,CIENCIAS POLITICAS Y EDUCACION CIVICA,8,Semestral,17743088,3535088,209716975.6418272
CIENCIAS DEL SISTEMA TIERRA,CIENCIAS DEL MEDIO AMBIENTE,8,Semestral,14760128,3277778,174459451.716987
CREACION,BELLAS ARTES,9,Semestral,14881656,3068750,207776995.67957383
DISENO,BELLAS ARTES,9,Semestral,16981448,3068750,237094194.8751475
ECONOMIA,ECONOMIA,8,Semestral,18112091,3262821,214078459.57082316
ENFERMERIA,ENFERMERIA Y PARTERIA,8,Semestral,10061414,2666667,118922327.09212394
FILOSOFIA,FILOSOFIA Y ETICA,8,Semestral,13726035,3023810,162236841.05911368
FINANZAS Y COMERCIO INTERNACIONAL,"GESTION FINANCIERA, ADMINISTRACION BANCARIA Y SEGUROS",8,Semestral,18112091,3141667,214078459.57082316
FISIOTERAPIA,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",10,Semestral,9966603,3333333,162345460.73923934
FONOAUDIOLOGIA,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",10,Semestral,9352132,3333333,152336375.63713372
GESTION Y DESARROLLO URBANOS,ARQUITECTURA Y URBANISMO,8,Semestral,17743088,3611111,209716975.6418272
HISTORIA,HISTORIA Y ARQUEOLOGIA,8,Semestral,13726035,3333333,162236841.05911368
INGENIERIA DE SISTEMAS ENERGETICOS,ELECTRICIDAD Y ENERGIA,8,Semestral,18515343,3857143,218844754.47177377
INGENIERIA ELECTRONICA,ELECTRONICA Y AUTOMATIZACION,8,Semestral,18515343,4157197,218844754.47177377
INGENIERIA INDUSTRIAL,INGENIERIA Y PROCESOS QUIMICOS,8,Semestral,18515343,3726190,218844754.47177377
JURISPRUDENCIA,DERECHO,10,Semestral,19213577,2761905,312968923.36474645
LICENCIATURA EN CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION,9,Semestral,13789009,3021412,192521508.58873534
LICENCIATURA EN FILOSOFIA,CIENCIAS DE LA EDUCACION,9,Semestral,13789009,3021412,192521508.58873534
MARKETING Y NEGOCIOS DIGITALES,MERCADOTECNIA Y PUBLICIDAD,8,Semestral,17391762,3579710,205564427.5518701
MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,MATEMATICAS,8,Semestral,13868404,3125000,163919591.89172813
MEDICINA,MEDICINA,12,Semestral,33970390,3500000,732071277.3472669
PERIODISMO Y OPINION PUBLICA,"PERIODISMO, COMUNICACION Y REPORTAJES",9,Semestral,14946591,3307292,208683615.15891492
PREGRADO EN EMPRENDIMIENTO,GESTION Y ADMINISTRACION,8,Semestral,17391762,3362637,205564427.5518701
PSICOLOGIA,PSICOLOGIA,10,Semestral,14733384,2333333,239991300.31848735
RELACIONES INTERNACIONALES,CIENCIAS POLITICAS Y EDUCACION CIVICA,8,Semestral,17743088,3535088,209716975.6418272
SOCIOLOGIA,"SOCIOLOGIA, ANTROPOLOGIA Y ESTUDIOS CULTURALES",8,Semestral,13726035,3611111,162236841.05911368
TEATRO MUSICAL,MUSICA Y ARTES ESCENICAS,8,Semestral,9794052,3131173,115762203.55322528
TERAPIA OCUPACIONAL,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",10,Semestral,9352132,3333333,152336375.63713372
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,8297924,3362637,98078503.88758333
ARQUITECTURA,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,6970441,4076923,113541138.9116918
ECONOMIA,ECONOMIA,8,Semestral,4472724,3262821,52866003.378927946
ESTADISTICA Y CIENCIAS ACTUARIALES,ESTADISTICA,8,Semestral,6970441,3625000,82388128.00848384
INGENIERIA AMBIENTAL,TECNOLOGIA DE PROTECCION DEL MEDIO AMBIENTE,8,Semestral,8297924,3684524,98078503.88758333
INGENIERIA DE PETROLEOS,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,8297924,3809524,135164438.17007577
INGENIERIA EN ENERGIAS,INGENIERIA Y PROCESOS QUIMICOS,8,Semestral,8297924,3726190,98078503.88758333
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,6970441,3809524,113541138.9116918
INGENIERIA MECANICA,MECANICA Y PROFESIONES AFINES A LA METALISTERIA,10,Semestral,6970441,4138889,113541138.9116918
INGENIERIA MECATRONICA,ELECTRONICA Y AUTOMATIZACION,8,Semestral,8297924,4157197,98078503.88758333
INGENIERIA QUIMICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,8297924,3809524,135164438.17007577
NEGOCIOS INTERNACIONALES,GESTION Y ADMINISTRACION,8,Semestral,8297924,3362637,98078503.88758333
ADMINISTRACION DE NEGOCIOS,GESTION Y ADMINISTRACION,8,Semestral,8529056,3362637,100810401.74065417
ARQUITECTURA,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,9812834,4076923,159840725.76058993
CIENCIAS CULINARIAS DE LA GASTRONOMIA,"HOTELERIA, RESTAURANTES Y SERVICIOS DE BANQUETES",8,Semestral,9110181,3284722,107679092.09882952
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,8,Semestral,5248905,2958333,62040186.129453056
